fips,year,income_adjusted_to_2000
00000,1999,29743
01000,1999,24187
01001,1999,23715
01003,1999,26381
01005,1999,19594
01007,1999,16947
01009,1999,20291
01011,1999,16534
01013,1999,18906
01015,1999,22256
01017,1999,20582
01019,1999,18593
01021,1999,20111
01023,1999,20034
01025,1999,20220
01027,1999,19777
01029,1999,19512
01031,1999,24793
01033,1999,21563
01035,1999,19920
01037,1999,18285
01039,1999,20124
01041,1999,22172
01043,1999,22718
01045,1999,21888
01047,1999,19206
01049,1999,20808
01051,1999,23980
01053,1999,18689
01055,1999,21594
01057,1999,19401
01059,1999,20829
01061,1999,21272
01063,1999,17447
01065,1999,17262
01067,1999,20439
01069,1999,24946
01071,1999,21262
01073,1999,30124
01075,1999,19507
01077,1999,22444
01079,1999,20473
01081,1999,21068
01083,1999,22395
01085,1999,17512
01087,1999,16321
01089,1999,28996
01091,1999,22156
01093,1999,19699
01095,1999,22028
01097,1999,22194
01099,1999,19774
01101,1999,28109
01103,1999,25518
01105,1999,17236
01107,1999,19743
01109,1999,21989
01111,1999,18643
01113,1999,19780
01115,1999,21554
01117,1999,33519
01119,1999,17375
01121,1999,19135
01123,1999,22156
01125,1999,24984
01127,1999,21908
01129,1999,18266
01131,1999,16208
01133,1999,20668
02000,1999,31047
02010,1999,NA
02013,1999,22354
02016,1999,24515
02020,1999,35083
02050,1999,20501
02060,1999,34213
02063,1999,NA
02066,1999,NA
02068,1999,40698
02070,1999,28265
02090,1999,28533
02100,1999,32514
02105,1999,NA
02110,1999,36920
02122,1999,27251
02130,1999,35390
02150,1999,28329
02158,1999,15103
02164,1999,21460
02170,1999,26107
02180,1999,23255
02185,1999,42281
02188,1999,23329
02195,1999,NA
02198,1999,NA
02201,1999,22630
02220,1999,29934
02230,1999,NA
02231,1999,NA
02232,1999,28414
02240,1999,24001
02261,1999,32106
02275,1999,NA
02280,1999,30267
02282,1999,26190
02290,1999,20486
02901,1999,NA
02903,1999,NA
02904,1999,NA
02905,1999,NA
02907,1999,NA
02908,1999,NA
02910,1999,NA
02912,1999,NA
02916,1999,NA
02919,1999,NA
02920,1999,NA
02921,1999,NA
02922,1999,NA
02923,1999,NA
02924,1999,NA
02925,1999,NA
02926,1999,NA
02928,1999,NA
02929,1999,NA
04000,1999,25874
04001,1999,14618
04003,1999,20332
04005,1999,23300
04007,1999,19704
04009,1999,14920
04011,1999,21685
04012,1999,16437
04013,1999,28918
04015,1999,18958
04017,1999,15347
04019,1999,24840
04021,1999,17597
04023,1999,17689
04025,1999,21871
04027,1999,18028
05000,1999,22671
05001,1999,23844
05003,1999,22028
05005,1999,22255
05007,1999,30860
05009,1999,21491
05011,1999,18385
05013,1999,18643
05015,1999,19195
05017,1999,18421
05019,1999,18585
05021,1999,19464
05023,1999,21627
05025,1999,21710
05027,1999,21109
05029,1999,22210
05031,1999,22405
05033,1999,18647
05035,1999,20818
05037,1999,18745
05039,1999,19990
05041,1999,19240
05043,1999,19934
05045,1999,23151
05047,1999,20046
05049,1999,16416
05051,1999,23892
05053,1999,22586
05055,1999,19492
05057,1999,20013
05059,1999,18526
05061,1999,21962
05063,1999,21754
05065,1999,18315
05067,1999,20276
05069,1999,19874
05071,1999,18507
05073,1999,19123
05075,1999,17985
05077,1999,15985
05079,1999,16221
05081,1999,20220
05083,1999,18869
05085,1999,22995
05087,1999,19889
05089,1999,17188
05091,1999,21672
05093,1999,19287
05095,1999,18267
05097,1999,18283
05099,1999,18889
05101,1999,15115
05103,1999,19127
05105,1999,20523
05107,1999,17408
05109,1999,18708
05111,1999,18692
05113,1999,18196
05115,1999,20953
05117,1999,19952
05119,1999,30214
05121,1999,16989
05123,1999,17114
05125,1999,22903
05127,1999,19540
05129,1999,15863
05131,1999,25277
05133,1999,20316
05135,1999,17375
05137,1999,17764
05139,1999,24874
05141,1999,17803
05143,1999,22198
05145,1999,19204
05147,1999,18308
05149,1999,20080
06000,1999,31899
06001,1999,36050
06003,1999,26261
06005,1999,23136
06007,1999,22632
06009,1999,24776
06011,1999,26798
06013,1999,42235
06015,1999,18768
06017,1999,36057
06019,1999,22484
06021,1999,19782
06023,1999,23539
06025,1999,19886
06027,1999,26199
06029,1999,21206
06031,1999,17515
06033,1999,23767
06035,1999,18623
06037,1999,29859
06039,1999,19021
06041,1999,65645
06043,1999,22662
06045,1999,25052
06047,1999,20018
06049,1999,22715
06051,1999,25782
06053,1999,30469
06055,1999,36701
06057,1999,29385
06059,1999,36614
06061,1999,37200
06063,1999,25585
06065,1999,24148
06067,1999,29038
06069,1999,27899
06071,1999,22570
06073,1999,32490
06075,1999,51247
06077,1999,24571
06079,1999,27538
06081,1999,54609
06083,1999,32322
06085,1999,45908
06087,1999,36135
06089,1999,25211
06091,1999,24037
06093,1999,22500
06095,1999,27240
06097,1999,34152
06099,1999,23661
06101,1999,26217
06103,1999,19076
06105,1999,20478
06107,1999,20395
06109,1999,23118
06111,1999,33001
06113,1999,27925
06115,1999,19979
08000,1999,32451
08001,1999,26092
08003,1999,22055
08005,1999,39988
08007,1999,19916
08009,1999,26518
08011,1999,18991
08013,1999,38606
08014,1999,NA
08015,1999,22255
08017,1999,35300
08019,1999,33773
08021,1999,16083
08023,1999,19338
08025,1999,15649
08027,1999,21614
08029,1999,20854
08031,1999,37042
08033,1999,22035
08035,1999,43045
08037,1999,38386
08039,1999,29410
08041,1999,29775
08043,1999,18927
08045,1999,29355
08047,1999,34269
08049,1999,27575
08051,1999,23302
08053,1999,22735
08055,1999,17732
08057,1999,19122
08059,1999,36374
08061,1999,35679
08063,1999,28666
08065,1999,21381
08067,1999,27429
08069,1999,29134
08071,1999,20525
08073,1999,19445
08075,1999,25017
08077,1999,25163
08079,1999,24275
08081,1999,23035
08083,1999,23017
08085,1999,22235
08087,1999,23726
08089,1999,22833
08091,1999,27254
08093,1999,28284
08095,1999,24265
08097,1999,70801
08099,1999,23304
08101,1999,23389
08103,1999,23619
08105,1999,22714
08107,1999,34363
08109,1999,18772
08111,1999,26185
08113,1999,36597
08115,1999,28457
08117,1999,34617
08119,1999,30108
08121,1999,27259
08123,1999,25042
08125,1999,27340
09000,1999,41153
09001,1999,58729
09003,1999,36653
09005,1999,37607
09007,1999,37580
09009,1999,34040
09011,1999,33584
09013,1999,33193
09015,1999,27111
10000,1999,32322
10001,1999,25989
10003,1999,35904
10005,1999,25925
11000,1999,41255
11001,1999,41255
12000,1999,28702
12001,1999,24745
12003,1999,20098
12005,1999,24515
12007,1999,18955
12009,1999,26409
12011,1999,30786
12013,1999,17181
12015,1999,25588
12017,1999,21896
12019,1999,26670
12021,1999,42613
12023,1999,19474
12027,1999,17962
12029,1999,15679
12031,1999,28645
12033,1999,23924
12035,1999,24412
12037,1999,18692
12039,1999,20072
12041,1999,20518
12043,1999,16592
12045,1999,19342
12047,1999,15155
12049,1999,17765
12051,1999,20441
12053,1999,23269
12055,1999,20587
12057,1999,28474
12059,1999,17884
12061,1999,38328
12063,1999,19161
12065,1999,22235
12067,1999,17764
12069,1999,25657
12071,1999,27727
12073,1999,27873
12075,1999,19007
12077,1999,17448
12079,1999,17288
12081,1999,30915
12083,1999,22954
12085,1999,43010
12086,1999,25954
12087,1999,37550
12089,1999,29477
12091,1999,29176
12093,1999,17750
12095,1999,27161
12097,1999,20517
12099,1999,43487
12101,1999,22270
12103,1999,31210
12105,1999,24232
12107,1999,18555
12109,1999,38215
12111,1999,21917
12113,1999,24154
12115,1999,38903
12117,1999,31425
12119,1999,15531
12121,1999,20093
12123,1999,18940
12125,1999,14044
12127,1999,23262
12129,1999,22182
12131,1999,19604
12133,1999,18278
13000,1999,28251
13001,1999,19556
13003,1999,19426
13005,1999,19569
13007,1999,19841
13009,1999,23343
13011,1999,22975
13013,1999,23673
13015,1999,25524
13017,1999,22006
13019,1999,21553
13021,1999,27483
13023,1999,22541
13025,1999,17709
13027,1999,20696
13029,1999,24820
13031,1999,19819
13033,1999,17230
13035,1999,21872
13037,1999,17680
13039,1999,21567
13043,1999,20195
13045,1999,22554
13047,1999,22239
13049,1999,15651
13051,1999,28204
13053,1999,18977
13055,1999,18718
13057,1999,30695
13059,1999,22356
13061,1999,20238
13063,1999,22263
13065,1999,18263
13067,1999,37977
13069,1999,21857
13071,1999,20304
13073,1999,30649
13075,1999,18740
13077,1999,26975
13079,1999,20442
13081,1999,20603
13083,1999,20935
13085,1999,27337
13087,1999,21350
13089,1999,31437
13091,1999,18969
13093,1999,19403
13095,1999,22744
13097,1999,25925
13099,1999,21069
13101,1999,17929
13103,1999,22522
13105,1999,21052
13107,1999,19327
13109,1999,20225
13111,1999,20872
13113,1999,36359
13115,1999,24040
13117,1999,35809
13119,1999,23157
13121,1999,44434
13123,1999,21285
13125,1999,20154
13127,1999,29533
13129,1999,22481
13131,1999,19517
13133,1999,23733
13135,1999,31890
13137,1999,23142
13139,1999,25385
13141,1999,14158
13143,1999,21525
13145,1999,30681
13147,1999,20996
13149,1999,19623
13151,1999,26991
13153,1999,25358
13155,1999,20472
13157,1999,23794
13159,1999,22522
13161,1999,20563
13163,1999,18713
13165,1999,18303
13167,1999,18639
13169,1999,23930
13171,1999,21501
13173,1999,18468
13175,1999,22115
13177,1999,23201
13179,1999,18102
13181,1999,20144
13183,1999,15585
13185,1999,22337
13187,1999,22045
13189,1999,22470
13191,1999,18413
13193,1999,19172
13195,1999,23868
13197,1999,19814
13199,1999,21218
13201,1999,22808
13205,1999,19116
13207,1999,24342
13209,1999,18275
13211,1999,26480
13213,1999,19693
13215,1999,26366
13217,1999,23278
13219,1999,29844
13221,1999,22028
13223,1999,22923
13225,1999,23575
13227,1999,27649
13229,1999,20573
13231,1999,22381
13233,1999,19312
13235,1999,24095
13237,1999,23898
13239,1999,18363
13241,1999,22957
13243,1999,18661
13245,1999,23165
13247,1999,28480
13249,1999,20765
13251,1999,18747
13253,1999,22489
13255,1999,23349
13257,1999,22577
13259,1999,19863
13261,1999,21559
13263,1999,18210
13265,1999,17208
13267,1999,19341
13269,1999,18967
13271,1999,18372
13273,1999,19284
13275,1999,24334
13277,1999,22425
13279,1999,20781
13281,1999,23485
13283,1999,15914
13285,1999,24517
13287,1999,18572
13289,1999,17786
13291,1999,21816
13293,1999,21249
13295,1999,21881
13297,1999,23003
13299,1999,20019
13301,1999,17287
13303,1999,21374
13305,1999,20177
13307,1999,20910
13309,1999,15678
13311,1999,23246
13313,1999,25582
13315,1999,19991
13317,1999,21605
13319,1999,21018
13321,1999,20848
15000,1999,28784
15001,1999,21584
15003,1999,30783
15007,1999,24234
15901,1999,25355
16000,1999,24555
16001,1999,32841
16003,1999,21155
16005,1999,21610
16007,1999,17385
16009,1999,20477
16011,1999,19439
16013,1999,46083
16015,1999,21198
16017,1999,20736
16019,1999,24868
16021,1999,18126
16023,1999,20509
16025,1999,21330
16027,1999,20454
16029,1999,21335
16031,1999,22964
16033,1999,23843
16035,1999,20345
16037,1999,21164
16039,1999,21032
16041,1999,18767
16043,1999,18259
16045,1999,19459
16047,1999,26346
16049,1999,19235
16051,1999,19485
16053,1999,24439
16055,1999,23785
16057,1999,22726
16059,1999,20554
16061,1999,23656
16063,1999,20812
16065,1999,14762
16067,1999,18522
16069,1999,25892
16071,1999,17570
16073,1999,18357
16075,1999,19418
16077,1999,21871
16079,1999,20575
16081,1999,19136
16083,1999,22545
16085,1999,28510
16087,1999,19313
17000,1999,32205
17001,1999,24579
17003,1999,17438
17005,1999,23253
17007,1999,29607
17009,1999,15938
17011,1999,24390
17013,1999,22725
17015,1999,25670
17017,1999,23974
17019,1999,26045
17021,1999,24256
17023,1999,21953
17025,1999,21632
17027,1999,25946
17029,1999,23159
17031,1999,33933
17033,1999,21478
17035,1999,23682
17037,1999,26610
17039,1999,26412
17041,1999,24228
17043,1999,46667
17045,1999,23247
17047,1999,20494
17049,1999,24799
17051,1999,18991
17053,1999,26885
17055,1999,19936
17057,1999,21957
17059,1999,20315
17061,1999,18809
17063,1999,28898
17065,1999,19037
17067,1999,23698
17069,1999,19225
17071,1999,22224
17073,1999,25345
17075,1999,23584
17077,1999,22234
17079,1999,21069
17081,1999,21179
17083,1999,25160
17085,1999,29194
17087,1999,17177
17089,1999,30562
17091,1999,24523
17093,1999,30644
17095,1999,23928
17097,1999,46002
17099,1999,24885
17101,1999,22489
17103,1999,23112
17105,1999,25396
17107,1999,22377
17109,1999,21635
17111,1999,32580
17113,1999,29646
17115,1999,27975
17117,1999,23520
17119,1999,26424
17121,1999,22993
17123,1999,25798
17125,1999,23825
17127,1999,20753
17129,1999,27687
17131,1999,23936
17133,1999,29522
17135,1999,21914
17137,1999,23538
17139,1999,23771
17141,1999,25374
17143,1999,28303
17145,1999,17853
17147,1999,29310
17149,1999,20306
17151,1999,18517
17153,1999,17572
17155,1999,23538
17157,1999,19893
17159,1999,22650
17161,1999,26928
17163,1999,25400
17165,1999,20545
17167,1999,30342
17169,1999,23000
17171,1999,20546
17173,1999,21965
17175,1999,24639
17177,1999,27399
17179,1999,28499
17181,1999,20508
17183,1999,22212
17185,1999,21041
17187,1999,20762
17189,1999,26625
17191,1999,20998
17193,1999,22949
17195,1999,24690
17197,1999,29658
17199,1999,22591
17201,1999,27421
17203,1999,26005
18000,1999,27574
18001,1999,23203
18003,1999,29895
18005,1999,30668
18007,1999,25337
18009,1999,22071
18011,1999,37922
18013,1999,28750
18015,1999,26670
18017,1999,24819
18019,1999,26356
18021,1999,23015
18023,1999,22714
18025,1999,20171
18027,1999,23219
18029,1999,27325
18031,1999,25887
18033,1999,26275
18035,1999,24682
18037,1999,30676
18039,1999,27456
18041,1999,24756
18043,1999,30026
18045,1999,23458
18047,1999,25777
18049,1999,23008
18051,1999,23690
18053,1999,23065
18055,1999,22035
18057,1999,44743
18059,1999,33459
18061,1999,25552
18063,1999,31077
18065,1999,24868
18067,1999,28271
18069,1999,25899
18071,1999,23479
18073,1999,25582
18075,1999,20933
18077,1999,21901
18079,1999,22098
18081,1999,30418
18083,1999,24024
18085,1999,27026
18087,1999,20277
18089,1999,26993
18091,1999,24727
18093,1999,23612
18095,1999,24829
18097,1999,30896
18099,1999,24925
18101,1999,23377
18103,1999,21750
18105,1999,24250
18107,1999,24186
18109,1999,27136
18111,1999,22519
18113,1999,23792
18115,1999,23307
18117,1999,21552
18119,1999,21127
18121,1999,20302
18123,1999,22329
18125,1999,21210
18127,1999,31621
18129,1999,26701
18131,1999,22939
18133,1999,22679
18135,1999,22556
18137,1999,23877
18139,1999,24466
18141,1999,27523
18143,1999,21956
18145,1999,27277
18147,1999,23615
18149,1999,19064
18151,1999,26723
18153,1999,20152
18155,1999,20497
18157,1999,24573
18159,1999,28077
18161,1999,22893
18163,1999,28788
18165,1999,23826
18167,1999,23034
18169,1999,25129
18171,1999,22821
18173,1999,28971
18175,1999,21756
18177,1999,25320
18179,1999,25680
18181,1999,24218
18183,1999,26292
19000,1999,26682
19001,1999,23627
19003,1999,23941
19005,1999,21882
19007,1999,20379
19009,1999,22641
19011,1999,24948
19013,1999,24397
19015,1999,26806
19017,1999,25050
19019,1999,22795
19021,1999,23673
19023,1999,22886
19025,1999,22606
19027,1999,24907
19029,1999,24891
19031,1999,27154
19033,1999,26170
19035,1999,25207
19037,1999,25170
19039,1999,20146
19041,1999,26106
19043,1999,22883
19045,1999,24072
19047,1999,21529
19049,1999,30103
19051,1999,18975
19053,1999,17436
19055,1999,22591
19057,1999,25796
19059,1999,30715
19061,1999,25904
19063,1999,23664
19065,1999,20845
19067,1999,22193
19069,1999,24717
19071,1999,26364
19073,1999,23053
19075,1999,26130
19077,1999,23630
19079,1999,25932
19081,1999,24990
19083,1999,23864
19085,1999,24224
19087,1999,23260
19089,1999,24044
19091,1999,25331
19093,1999,24814
19095,1999,31030
19097,1999,22368
19099,1999,26477
19101,1999,26464
19103,1999,29687
19105,1999,21530
19107,1999,22565
19109,1999,23731
19111,1999,23581
19113,1999,31479
19115,1999,22859
19117,1999,21283
19119,1999,22251
19121,1999,25252
19123,1999,24507
19125,1999,25871
19127,1999,25979
19129,1999,29821
19131,1999,23843
19133,1999,23873
19135,1999,23157
19137,1999,24630
19139,1999,26258
19141,1999,25254
19143,1999,23795
19145,1999,23281
19147,1999,23193
19149,1999,26584
19151,1999,23589
19153,1999,33218
19155,1999,26025
19157,1999,26831
19159,1999,20082
19161,1999,23381
19163,1999,28714
19165,1999,23591
19167,1999,23829
19169,1999,26570
19171,1999,23476
19173,1999,20103
19175,1999,21639
19177,1999,19296
19179,1999,21490
19181,1999,25903
19183,1999,26379
19185,1999,19763
19187,1999,24510
19189,1999,22484
19191,1999,23956
19193,1999,25951
19195,1999,22454
19197,1999,25793
20000,1999,27913
20001,1999,21123
20003,1999,19936
20005,1999,20703
20007,1999,21152
20009,1999,23359
20011,1999,20597
20013,1999,23407
20015,1999,27245
20017,1999,29664
20019,1999,19263
20021,1999,19733
20023,1999,26351
20025,1999,26422
20027,1999,24895
20029,1999,21540
20031,1999,25034
20033,1999,24387
20035,1999,22410
20037,1999,21509
20039,1999,27446
20041,1999,23861
20043,1999,20304
20045,1999,24045
20047,1999,28417
20049,1999,18546
20051,1999,24214
20053,1999,22250
20055,1999,21367
20057,1999,22953
20059,1999,22690
20061,1999,24326
20063,1999,28108
20065,1999,27177
20067,1999,22941
20069,1999,28813
20071,1999,33855
20073,1999,20835
20075,1999,25612
20077,1999,23839
20079,1999,24394
20081,1999,34805
20083,1999,26244
20085,1999,24214
20087,1999,23095
20089,1999,23880
20091,1999,42931
20093,1999,20327
20095,1999,23484
20097,1999,25374
20099,1999,21797
20101,1999,28058
20103,1999,24630
20105,1999,21689
20107,1999,21916
20109,1999,26278
20111,1999,21538
20113,1999,25649
20115,1999,20493
20117,1999,24676
20119,1999,26684
20121,1999,26646
20123,1999,25563
20125,1999,20624
20127,1999,21446
20129,1999,25485
20131,1999,24034
20133,1999,21221
20135,1999,27144
20137,1999,23728
20139,1999,21798
20141,1999,22472
20143,1999,23312
20145,1999,23386
20147,1999,25367
20149,1999,23146
20151,1999,25614
20153,1999,28551
20155,1999,24171
20157,1999,23094
20159,1999,21208
20161,1999,22497
20163,1999,22606
20165,1999,22612
20167,1999,22604
20169,1999,27364
20171,1999,33822
20173,1999,29550
20175,1999,21776
20177,1999,27980
20179,1999,29895
20181,1999,28007
20183,1999,23741
20185,1999,24770
20187,1999,30097
20189,1999,28387
20191,1999,24448
20193,1999,26481
20195,1999,20425
20197,1999,26546
20199,1999,29763
20201,1999,21119
20203,1999,30264
20205,1999,20058
20207,1999,17749
20209,1999,20193
21000,1999,24074
21001,1999,16743
21003,1999,19717
21005,1999,24051
21007,1999,24223
21009,1999,21680
21011,1999,18416
21013,1999,16662
21015,1999,29589
21017,1999,28028
21019,1999,24354
21021,1999,24034
21023,1999,20535
21025,1999,16240
21027,1999,18551
21029,1999,23313
21031,1999,17371
21033,1999,20851
21035,1999,23393
21037,1999,26137
21039,1999,21474
21041,1999,20897
21043,1999,16183
21045,1999,16975
21047,1999,21235
21049,1999,25191
21051,1999,13886
21053,1999,15505
21055,1999,18314
21057,1999,15918
21059,1999,24167
21061,1999,14925
